Sample in Buffer,Sample in Window,TRIGGER,pynq_z2_i/top_0_ila_ab_edge,pynq_z2_i/top_0_ila_z_edge,pynq_z2_i/top_0_ila_ab_count[7:0],pynq_z2_i/top_0_ila_ppr_conf[7:0],pynq_z2_i/top_0_ila_ab_period[31:0],pynq_z2_i/top_0_ila_angle_angfac[31:0],pynq_z2_i/top_0_ila_angle_nco_ab_inc[31:0],pynq_z2_i/top_0_ila_angle_nco_clk_inc[31:0],pynq_z2_i/top_0_ila_angle_nco_clk_inc_valid,pynq_z2_i/top_0_ila_ref_edge,pynq_z2_i/top_0_ila_phase_ref_det,pynq_z2_i/top_0_ila_phase_ref_found,pynq_z2_i/top_0_ila_phase_eng,pynq_z2_i/top_0_ila_phase_ref_angfac[31:0],pynq_z2_i/top_0_ila_phase_ref_det_cnt[15:0],pynq_z2_i/top_0_ila_sync_state[1:0],pynq_z2_i/top_0_ila_sync_full,pynq_z2_i/top_0_ila_pll_angfac[31:0],pynq_z2_i/top_0_ila_pll_nco_accum[31:0],pynq_z2_i/top_0_ila_pll_err_angfac[31:0],pynq_z2_i/top_0_ila_pll_p_term[31:0],pynq_z2_i/top_0_ila_pll_i_term[31:0],pynq_z2_i/top_0_ila_pll_pi_corr[31:0],pynq_z2_i/top_0_ila_pll_div_valid,pynq_z2_i/top_0_ila_ang_angfac[31:0],pynq_z2_i/top_0_ila_tdc_deg[15:0],pynq_z2_i/top_0_ila_trig_pulse,pynq_z2_i/top_0_ila_trig_count[31:0],pynq_z2_i/top_0_ila_fault_cam_tooth,pynq_z2_i/top_0_ila_fault_crank_tooth,pynq_z2_i/top_0_ila_fault_crank_ab,pynq_z2_i/top_0_ila_fault_pll_phase,pynq_z2_i/top_0_ila_fault_speed_calc
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX
919,919,0,0,0,0b,60,0001871c,31ee8652,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,2f060f48,2f060f48,fd18f658,00000000,00000000,00000000,1,837715538,4302,1,000002bf,0,0,0,1,0
920,920,0,0,0,0b,60,0001871c,3200bad8,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,2f1843ce,2f1843ce,fd18f658,00000000,00000000,00000000,1,838908632,4303,1,000002c0,0,0,0,1,0
921,921,0,0,0,0b,60,0001871c,3212ef5e,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,2f2a7854,2f2a7854,fd18f658,00000000,00000000,00000000,1,840101726,4304,1,000002c1,0,0,0,1,0
922,922,0,0,0,0b,60,0001871c,322526ae,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,2f3cafa4,2f3cafa4,fd18f658,00000000,00000000,00000000,1,841295534,4305,1,000002c2,0,0,0,1,0
923,923,0,0,0,0b,60,0001871c,32375b34,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,2f4ee42a,2f4ee42a,fd18f658,00000000,00000000,00000000,1,842488628,4306,1,000002c3,0,0,0,1,0
924,924,0,0,0,0b,60,0001871c,32498fba,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,2f6118b0,2f6118b0,fd18f658,00000000,00000000,00000000,1,843681722,4307,1,000002c4,0,0,0,1,0
925,925,0,0,0,0b,60,0001871c,325bc70a,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,2f735000,2f735000,fd18f658,00000000,00000000,00000000,1,844875530,4308,1,000002c5,0,0,0,1,0
926,926,0,0,0,0b,60,0001871c,326dfb90,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,2f858486,2f858486,fd18f658,00000000,00000000,00000000,1,846068624,4309,1,000002c6,0,0,0,1,0
927,927,0,0,0,0b,60,0001871c,32803016,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,2f97b90c,2f97b90c,fd18f658,00000000,00000000,00000000,1,847261718,4310,1,000002c7,0,0,0,1,0
928,928,0,0,0,0b,60,0001871c,3292649c,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,2fa9ed92,2fa9ed92,fd18f658,00000000,00000000,00000000,1,848454812,4311,1,000002c8,0,0,0,1,0
929,929,0,0,0,0b,60,0001871c,32a49bec,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,2fbc24e2,2fbc24e2,fd18f658,00000000,00000000,00000000,1,849648620,4312,1,000002c9,0,0,0,1,0
930,930,0,0,0,0b,60,0001871c,32b6d072,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,2fce5968,2fce5968,fd18f658,00000000,00000000,00000000,1,850841714,4313,1,000002ca,0,0,0,1,0
931,931,0,0,0,0b,60,0001871c,32c904f8,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,2fe08dee,2fe08dee,fd18f658,00000000,00000000,00000000,1,852034808,4314,1,000002cb,0,0,0,1,0
932,932,0,0,0,0b,60,0001871c,32db3c48,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,2ff2c53e,2ff2c53e,fd18f658,00000000,00000000,00000000,1,853228616,4315,1,000002cc,0,0,0,1,0
933,933,0,0,0,0b,60,0001871c,32ed70ce,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,3004f9c4,3004f9c4,fd18f658,00000000,00000000,00000000,1,854421710,4316,1,000002cd,0,0,0,1,0
934,934,0,0,0,0b,60,0001871c,32ffa554,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,30172e4a,30172e4a,fd18f658,00000000,00000000,00000000,1,855614804,4317,1,000002ce,0,0,0,1,0
935,935,0,0,0,0b,60,0001871c,3311dca4,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,3029659a,3029659a,fd18f658,00000000,00000000,00000000,1,856808612,4318,1,000002cf,0,0,0,1,0
936,936,0,0,0,0b,60,0001871c,3324112a,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,303b9a20,303b9a20,fd18f658,00000000,00000000,00000000,1,858001706,4319,1,000002d0,0,0,0,1,0
937,937,0,1,0,0c,60,0001871c,333645b4,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,304c26b6,304c26b6,fd1788f6,00000000,00000000,00000000,1,859194804,4320,1,000002d1,0,0,0,1,0
938,938,0,0,0,0c,60,0001871c,33487d04,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,305e5e06,305e5e06,fd1788f6,00000000,00000000,00000000,1,860388612,4321,1,000002d2,0,0,0,1,0
939,939,0,0,0,0c,60,0001871c,335ab18a,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,3070928c,3070928c,fd1788f6,00000000,00000000,00000000,1,861581706,4322,1,000002d3,0,0,0,1,0
940,940,0,0,0,0c,60,0001871c,336ce610,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,3082c712,3082c712,fd1788f6,00000000,00000000,00000000,1,862774800,4323,1,000002d4,0,0,0,1,0
941,941,0,0,0,0c,60,0001871c,337f1d60,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,3094fe62,3094fe62,fd1788f6,00000000,00000000,00000000,1,863968608,4324,1,000002d5,0,0,0,1,0
942,942,0,0,0,0c,60,0001871c,339151e6,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,30a732e8,30a732e8,fd1788f6,00000000,00000000,00000000,1,865161702,4325,1,000002d6,0,0,0,1,0
943,943,0,0,0,0c,60,0001871c,33a3866c,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,30b9676e,30b9676e,fd1788f6,00000000,00000000,00000000,1,866354796,4326,1,000002d7,0,0,0,1,0
944,944,0,0,0,0c,60,0001871c,33b5bdbc,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,30cb9ebe,30cb9ebe,fd1788f6,00000000,00000000,00000000,1,867548604,4327,1,000002d8,0,0,0,1,0
945,945,0,0,0,0c,60,0001871c,33c7f242,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,30ddd344,30ddd344,fd1788f6,00000000,00000000,00000000,1,868741698,4328,1,000002d9,0,0,0,1,0
946,946,0,0,0,0c,60,0001871c,33da26c8,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,30f007ca,30f007ca,fd1788f6,00000000,00000000,00000000,1,869934792,4329,1,000002da,0,0,0,1,0
947,947,0,0,0,0c,60,0001871c,33ec5e18,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,31023f1a,31023f1a,fd1788f6,00000000,00000000,00000000,1,871128600,4330,1,000002db,0,0,0,1,0
948,948,0,0,0,0c,60,0001871c,33fe929e,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,311473a0,311473a0,fd1788f6,00000000,00000000,00000000,1,872321694,4331,1,000002dc,0,0,0,1,0
949,949,0,0,0,0c,60,0001871c,3410c724,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,3126a826,3126a826,fd1788f6,00000000,00000000,00000000,1,873514788,4332,1,000002dd,0,0,0,1,0
950,950,0,0,0,0c,60,0001871c,3422fe74,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,3138df76,3138df76,fd1788f6,00000000,00000000,00000000,1,874708596,4333,1,000002de,0,0,0,1,0
951,951,0,0,0,0c,60,0001871c,343532fa,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,314b13fc,314b13fc,fd1788f6,00000000,00000000,00000000,1,875901690,4334,1,000002df,0,0,0,1,0
952,952,0,0,0,0c,60,0001871c,34476780,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,315d4882,315d4882,fd1788f6,00000000,00000000,00000000,1,877094784,4335,1,000002e0,0,0,0,1,0
953,953,0,0,0,0c,60,0001871c,34599ed0,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,316f7fd2,316f7fd2,fd1788f6,00000000,00000000,00000000,1,878288592,4336,1,000002e1,0,0,0,1,0
954,954,0,0,0,0c,60,0001871c,346bd356,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,3181b458,3181b458,fd1788f6,00000000,00000000,00000000,1,879481686,4337,1,000002e2,0,0,0,1,0
955,955,0,0,0,0c,60,0001871c,347e07dc,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,3193e8de,3193e8de,fd1788f6,00000000,00000000,00000000,1,880674780,4338,1,000002e3,0,0,0,1,0
956,956,0,0,0,0c,60,0001871c,34903c62,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,31a61d64,31a61d64,fd1788f6,00000000,00000000,00000000,1,881867874,4339,1,000002e4,0,0,0,1,0
957,957,0,0,0,0c,60,0001871c,34a273b2,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,31b854b4,31b854b4,fd1788f6,00000000,00000000,00000000,1,883061682,4340,1,000002e5,0,0,0,1,0
958,958,0,0,0,0c,60,0001871c,34b4a838,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,31ca893a,31ca893a,fd1788f6,00000000,00000000,00000000,1,884254776,4341,1,000002e6,0,0,0,1,0
959,959,0,0,0,0c,60,0001871c,34c6dcbe,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,31dcbdc0,31dcbdc0,fd1788f6,00000000,00000000,00000000,1,885447870,4342,1,000002e7,0,0,0,1,0
960,960,0,0,0,0c,60,0001871c,34d9140e,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,31eef510,31eef510,fd1788f6,00000000,00000000,00000000,1,886641678,4343,1,000002e8,0,0,0,1,0
961,961,0,0,0,0c,60,0001871c,34eb4894,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,32012996,32012996,fd1788f6,00000000,00000000,00000000,1,887834772,4344,1,000002e9,0,0,0,1,0
962,962,0,0,0,0c,60,0001871c,34fd7d1a,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,32135e1c,32135e1c,fd1788f6,00000000,00000000,00000000,1,889027866,4345,1,000002ea,0,0,0,1,0
963,963,0,0,0,0c,60,0001871c,350fb46a,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,3225956c,3225956c,fd1788f6,00000000,00000000,00000000,1,890221674,4346,1,000002eb,0,0,0,1,0
964,964,0,0,0,0c,60,0001871c,3521e8f0,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,3237c9f2,3237c9f2,fd1788f6,00000000,00000000,00000000,1,891414768,4347,1,000002ec,0,0,0,1,0
965,965,0,0,0,0c,60,0001871c,35341d76,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,3249fe78,3249fe78,fd1788f6,00000000,00000000,00000000,1,892607862,4348,1,000002ed,0,0,0,1,0
966,966,0,0,0,0c,60,0001871c,354654c6,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,325c35c8,325c35c8,fd1788f6,00000000,00000000,00000000,1,893801670,4349,1,000002ee,0,0,0,1,0
967,967,0,0,0,0c,60,0001871c,3558894c,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,326e6a4e,326e6a4e,fd1788f6,00000000,00000000,00000000,1,894994764,4350,1,000002ef,0,0,0,1,0
968,968,0,0,0,0c,60,0001871c,356abdd2,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,32809ed4,32809ed4,fd1788f6,00000000,00000000,00000000,1,896187858,4351,1,000002f0,0,0,0,1,0
969,969,0,0,0,0c,60,0001871c,357cf522,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,3292d624,3292d624,fd1788f6,00000000,00000000,00000000,1,897381666,4352,1,000002f1,0,0,0,1,0
970,970,0,0,0,0c,60,0001871c,358f29a8,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,32a50aaa,32a50aaa,fd1788f6,00000000,00000000,00000000,1,898574760,4353,1,000002f2,0,0,0,1,0
971,971,0,0,0,0c,60,0001871c,35a15e2e,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,32b73f30,32b73f30,fd1788f6,00000000,00000000,00000000,1,899767854,4354,1,000002f3,0,0,0,1,0
972,972,0,0,0,0c,60,0001871c,35b3957e,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,32c97680,32c97680,fd1788f6,00000000,00000000,00000000,1,900961662,4355,1,000002f4,0,0,0,1,0
973,973,0,0,0,0c,60,0001871c,35c5ca04,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,32dbab06,32dbab06,fd1788f6,00000000,00000000,00000000,1,902154756,4356,1,000002f5,0,0,0,1,0
974,974,0,0,0,0c,60,0001871c,35d7fe8a,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,32eddf8c,32eddf8c,fd1788f6,00000000,00000000,00000000,1,903347850,4357,1,000002f6,0,0,0,1,0
975,975,0,0,0,0c,60,0001871c,35ea35da,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,330016dc,330016dc,fd1788f6,00000000,00000000,00000000,1,904541658,4358,1,000002f7,0,0,0,1,0
976,976,0,0,0,0c,60,0001871c,35fc6a60,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,33124b62,33124b62,fd1788f6,00000000,00000000,00000000,1,905734752,4359,1,000002f8,0,0,0,1,0
977,977,0,0,0,0c,60,0001871c,360e9ee6,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,33247fe8,33247fe8,fd1788f6,00000000,00000000,00000000,1,906927846,4360,1,000002f9,0,0,0,1,0
978,978,0,0,0,0c,60,0001871c,3620d636,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,3336b738,3336b738,fd1788f6,00000000,00000000,00000000,1,908121654,4361,1,000002fa,0,0,0,1,0
979,979,0,0,0,0c,60,0001871c,36330abc,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,3348ebbe,3348ebbe,fd1788f6,00000000,00000000,00000000,1,909314748,4362,1,000002fb,0,0,0,1,0
980,980,0,0,0,0c,60,0001871c,36453f42,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,335b2044,335b2044,fd1788f6,00000000,00000000,00000000,1,910507842,4363,1,000002fc,0,0,0,1,0
981,981,0,0,0,0c,60,0001871c,36577692,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,336d5794,336d5794,fd1788f6,00000000,00000000,00000000,1,911701650,4364,1,000002fd,0,0,0,1,0
982,982,0,0,0,0c,60,0001871c,3669ab18,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,337f8c1a,337f8c1a,fd1788f6,00000000,00000000,00000000,1,912894744,4365,1,000002fe,0,0,0,1,0
983,983,0,0,0,0c,60,0001871c,367bdf9e,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,3391c0a0,3391c0a0,fd1788f6,00000000,00000000,00000000,1,914087838,4366,1,000002ff,0,0,0,1,0
984,984,0,0,0,0c,60,0001871c,368e16ee,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,33a3f7f0,33a3f7f0,fd1788f6,00000000,00000000,00000000,1,915281646,4367,1,00000300,0,0,0,1,0
985,985,0,0,0,0c,60,0001871c,36a04b74,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,33b62c76,33b62c76,fd1788f6,00000000,00000000,00000000,1,916474740,4368,1,00000301,0,0,0,1,0
986,986,0,0,0,0c,60,0001871c,36b27ffa,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,33c860fc,33c860fc,fd1788f6,00000000,00000000,00000000,1,917667834,4369,1,00000302,0,0,0,1,0
987,987,0,0,0,0c,60,0001871c,36c4b480,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,33da9582,33da9582,fd1788f6,00000000,00000000,00000000,1,918860928,4370,1,00000303,0,0,0,1,0
988,988,0,0,0,0c,60,0001871c,36d6ebd0,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,33ecccd2,33ecccd2,fd1788f6,00000000,00000000,00000000,1,920054736,4371,1,00000304,0,0,0,1,0
989,989,0,0,0,0c,60,0001871c,36e92056,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,33ff0158,33ff0158,fd1788f6,00000000,00000000,00000000,1,921247830,4372,1,00000305,0,0,0,1,0
990,990,0,0,0,0c,60,0001871c,36fb54dc,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,341135de,341135de,fd1788f6,00000000,00000000,00000000,1,922440924,4373,1,00000306,0,0,0,1,0
991,991,0,0,0,0c,60,0001871c,370d8c2c,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,34236d2e,34236d2e,fd1788f6,00000000,00000000,00000000,1,923634732,4374,1,00000307,0,0,0,1,0
992,992,0,0,0,0c,60,0001871c,371fc0b2,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,3435a1b4,3435a1b4,fd1788f6,00000000,00000000,00000000,1,924827826,4375,1,00000308,0,0,0,1,0
993,993,0,0,0,0c,60,0001871c,3731f538,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,3447d63a,3447d63a,fd1788f6,00000000,00000000,00000000,1,926020920,4376,1,00000309,0,0,0,1,0
994,994,0,0,0,0c,60,0001871c,37442c88,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,345a0d8a,345a0d8a,fd1788f6,00000000,00000000,00000000,1,927214728,4377,1,0000030a,0,0,0,1,0
995,995,0,0,0,0c,60,0001871c,3756610e,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,346c4210,346c4210,fd1788f6,00000000,00000000,00000000,1,928407822,4378,1,0000030b,0,0,0,1,0
996,996,0,0,0,0c,60,0001871c,37689594,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,347e7696,347e7696,fd1788f6,00000000,00000000,00000000,1,929600916,4379,1,0000030c,0,0,0,1,0
997,997,0,1,0,0d,60,0001871b,377acce8,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,348f7850,348f7850,fd15e102,00000000,00000000,00000000,1,930794728,4380,1,0000030d,0,0,0,1,0
998,998,0,0,0,0d,60,0001871b,378d016e,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,34a1acd6,34a1acd6,fd15e102,00000000,00000000,00000000,1,931987822,4381,1,0000030e,0,0,0,1,0
999,999,0,0,0,0d,60,0001871b,379f35f4,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,34b3e15c,34b3e15c,fd15e102,00000000,00000000,00000000,1,933180916,4382,1,0000030f,0,0,0,1,0
1000,1000,0,0,0,0d,60,0001871b,37b16d44,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,34c618ac,34c618ac,fd15e102,00000000,00000000,00000000,1,934374724,4383,1,00000310,0,0,0,1,0
1001,1001,0,0,0,0d,60,0001871b,37c3a1ca,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,34d84d32,34d84d32,fd15e102,00000000,00000000,00000000,1,935567818,4384,1,00000311,0,0,0,1,0
1002,1002,0,0,0,0d,60,0001871b,37d5d650,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,34ea81b8,34ea81b8,fd15e102,00000000,00000000,00000000,1,936760912,4385,1,00000312,0,0,0,1,0
1003,1003,0,0,0,0d,60,0001871b,37e80da0,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,34fcb908,34fcb908,fd15e102,00000000,00000000,00000000,1,937954720,4386,1,00000313,0,0,0,1,0
1004,1004,0,0,0,0d,60,0001871b,37fa4226,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,350eed8e,350eed8e,fd15e102,00000000,00000000,00000000,1,939147814,4387,1,00000314,0,0,0,1,0
1005,1005,0,0,0,0d,60,0001871b,380c76ac,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,35212214,35212214,fd15e102,00000000,00000000,00000000,1,940340908,4388,1,00000315,0,0,0,1,0
1006,1006,0,0,0,0d,60,0001871b,381eadfc,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,35335964,35335964,fd15e102,00000000,00000000,00000000,1,941534716,4389,1,00000316,0,0,0,1,0
1007,1007,0,0,0,0d,60,0001871b,3830e282,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,35458dea,35458dea,fd15e102,00000000,00000000,00000000,1,942727810,4390,1,00000317,0,0,0,1,0
1008,1008,0,0,0,0d,60,0001871b,38431708,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,3557c270,3557c270,fd15e102,00000000,00000000,00000000,1,943920904,4391,1,00000318,0,0,0,1,0
1009,1009,0,0,0,0d,60,0001871b,38554e58,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,3569f9c0,3569f9c0,fd15e102,00000000,00000000,00000000,1,945114712,4392,1,00000319,0,0,0,1,0
1010,1010,0,0,0,0d,60,0001871b,386782de,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,357c2e46,357c2e46,fd15e102,00000000,00000000,00000000,1,946307806,4393,1,0000031a,0,0,0,1,0
1011,1011,0,0,0,0d,60,0001871b,3879b764,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,358e62cc,358e62cc,fd15e102,00000000,00000000,00000000,1,947500900,4394,1,0000031b,0,0,0,1,0
1012,1012,0,0,0,0d,60,0001871b,388beeb4,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,35a09a1c,35a09a1c,fd15e102,00000000,00000000,00000000,1,948694708,4395,1,0000031c,0,0,0,1,0
1013,1013,0,0,0,0d,60,0001871b,389e233a,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,35b2cea2,35b2cea2,fd15e102,00000000,00000000,00000000,1,949887802,4396,1,0000031d,0,0,0,1,0
1014,1014,0,0,0,0d,60,0001871b,38b057c0,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,35c50328,35c50328,fd15e102,00000000,00000000,00000000,1,951080896,4397,1,0000031e,0,0,0,1,0
1015,1015,0,0,0,0d,60,0001871b,38c28c46,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,35d737ae,35d737ae,fd15e102,00000000,00000000,00000000,1,952273990,4398,1,0000031f,0,0,0,1,0
1016,1016,0,0,0,0d,60,0001871b,38d4c396,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,35e96efe,35e96efe,fd15e102,00000000,00000000,00000000,1,953467798,4399,1,00000320,0,0,0,1,0
1017,1017,0,0,0,0d,60,0001871b,38e6f81c,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,35fba384,35fba384,fd15e102,00000000,00000000,00000000,1,954660892,4400,1,00000321,0,0,0,1,0
1018,1018,0,0,0,0d,60,0001871b,38f92ca2,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,360dd80a,360dd80a,fd15e102,00000000,00000000,00000000,1,955853986,4401,1,00000322,0,0,0,1,0
1019,1019,0,0,0,0d,60,0001871b,390b63f2,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,36200f5a,36200f5a,fd15e102,00000000,00000000,00000000,1,957047794,4402,1,00000323,0,0,0,1,0
1020,1020,0,0,0,0d,60,0001871b,391d9878,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,363243e0,363243e0,fd15e102,00000000,00000000,00000000,1,958240888,4403,1,00000324,0,0,0,1,0
1021,1021,0,0,0,0d,60,0001871b,392fccfe,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,36447866,36447866,fd15e102,00000000,00000000,00000000,1,959433982,4404,1,00000325,0,0,0,1,0
